index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
157,14,1,66.44853,1.033022,60,66.37707,1.036652,60,66.39604,1.035686,60,66.3737,1.036824,60,66.42056,1.03444,60,66.3737,1.036824,60,66.42056,1.03444,60
158,14,2,66.44853,1.033022,60,66.37707,1.036652,60,66.39604,1.035686,60,66.3737,1.036824,60,66.42056,1.03444,60,66.3737,1.036824,60,66.42056,1.03444,60
159,14,3,61.88849,1.324026,60,48.12203,4.4131,60,62.74937,1.258284,60,66.3777,1.03662,60,52.95622,2.608708,60,66.3777,1.03662,60,52.95622,2.608708,60
160,14,4,53.30246,2.525212,60,0,Inf,60,64.26429,1.155965,60,66.38184,1.036409,60,0,Inf,60,66.38184,1.036409,60,0,Inf,60
161,14,5,48.19963,4.37081,60,63.04173,1.23728,60,61.85386,1.326799,60,52.90812,2.620648,60,53.99731,2.369874,60,52.90812,2.620648,60,53.99731,2.369874,60
162,14,6,0,Inf,60,64.41575,1.146571,60,53.11279,2.570419,60,0,Inf,60,47.90487,4.534694,60,0,Inf,60,47.90487,4.534694,60
163,14,7,62.78889,1.255408,60,61.92312,1.321264,60,48.16258,4.390927,60,54.03125,2.362677,60,66.41657,1.034643,60,54.03125,2.362677,60,66.41657,1.034643,60
164,14,8,64.28229,1.154841,60,53.33288,2.518077,60,0,Inf,60,47.71051,4.647723,60,66.41242,1.034854,60,47.71051,4.647723,60,66.41242,1.034854,60
165,14,9,0,Inf,60,44.84077,6.924517,60,59.81527,1.510187,60,47.58177,4.724874,60,0,Inf,60,47.58177,4.724874,60,0,Inf,60
166,14,10,59.83833,1.507868,60,0,Inf,60,44.87082,6.893119,60,58.76377,1.622858,60,47.61579,4.704306,60,58.76377,1.622858,60,47.61579,4.704306,60
167,14,11,44.84841,6.916513,60,60.06898,1.485007,60,0,Inf,60,0,Inf,60,59.04216,1.591655,60,0,Inf,60,59.04216,1.591655,60
168,14,12,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60,0,Inf,60
