index,valorFusivel,tipoCurto,I_A_Isolador,Tempo_A_Isolador,Tempo_Abertura_A_Isolador,I_B_Isolador,Tempo_B_Isolador,Tempo_Abertura_B_Isolador,I_C_Isolador,Tempo_C_Isolador,Tempo_Abertura_C_Isolador,I_A1_Isolador,Tempo_A1_Isolador,Tempo_Abertura_A1_Isolador,I_B1_Isolador,Tempo_B1_Isolador,Tempo_Abertura_B1_Isolador,I_A_Consumidor,Tempo_A_Consumidor,Tempo_Abertura_A_Consumidor,I_B_Consumidor,Tempo_B_Consumidor,Tempo_Abertura_B_Consumidor
135,12,3,55.22126,0.4567967,1.078,41.21944,0.9412061,1.077,56.07039,0.4442347,1.079,59.71127,0.3988093,1.078,46.08375,0.6797434,1.077,59.71127,0.3988093,1.078,46.08375,0.6797434,1.077
136,12,4,47.17183,0.6405636,1.079,0,Inf,Inf,57.68319,0.4225833,1.079,59.71449,0.3987742,1.078,0,Inf,Inf,59.71449,0.3987742,1.078,0,Inf,Inf
137,12,5,41.27411,0.9371566,1.078,55.92349,0.4463464,1.075,55.28173,0.455873,1.08,46.04529,0.681224,1.08,46.9966,0.6465387,1.076,46.04529,0.681224,1.08,46.9966,0.6465387,1.076
138,12,6,0,Inf,Inf,57.5063,0.4248291,1.076,47.2271,0.6387038,1.081,0,Inf,Inf,42.10358,0.8796173,1.082,0,Inf,Inf,42.10358,0.8796173,1.082
139,12,7,56.01104,0.4450849,1.077,55.24663,0.4564086,1.075,41.24483,0.939321,1.081,46.96755,0.6475413,1.079,59.64493,0.399534,1.076,46.96755,0.6475413,1.079,59.64493,0.399534,1.076
140,12,8,57.7147,0.4221862,1.076,47.19713,0.6397109,1.076,0,Inf,Inf,41.98754,0.8872479,1.078,59.64171,0.3995693,1.076,41.98754,0.8872479,1.078,59.64171,0.3995693,1.076
141,12,9,0,Inf,Inf,39.01219,1.137703,1.082,52.99114,0.4944208,1.08,41.43008,0.9257855,1.081,0,Inf,Inf,41.43008,0.9257855,1.081,0,Inf,Inf
142,12,10,53.02777,0.4937412,1.077,0,Inf,Inf,38.97242,1.141938,1.08,52.02434,0.5132082,1.078,41.45708,0.9238443,1.078,52.02434,0.5132082,1.078,41.45708,0.9238443,1.078
143,12,11,38.99536,1.139491,1.079,52.86251,0.4968251,1.076,0,Inf,Inf,0,Inf,Inf,51.95035,0.5147169,1.076,0,Inf,Inf,51.95035,0.5147169,1.076
144,12,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
145,13,1,62.17618,0.6414487,1.078,62.10864,0.6431294,1.076,62.23964,0.6398782,1.08,62.20253,0.6407955,1.079,62.2545,0.6395115,1.076,62.20253,0.6407955,1.079,62.2545,0.6395115,1.076
146,13,2,62.17618,0.6414487,1.078,62.10864,0.6431294,1.076,62.23964,0.6398782,1.08,62.20253,0.6407955,1.079,62.2545,0.6395115,1.076,62.20253,0.6407955,1.079,62.2545,0.6395115,1.076
147,13,3,57.77226,0.7751919,1.078,43.84783,2.11573,1.083,58.54509,0.7476126,1.08,62.2062,0.6407046,1.079,48.52745,1.373371,1.078,62.2062,0.6407046,1.079,48.52745,1.373371,1.078
148,13,4,49.35215,1.288185,1.08,0,Inf,Inf,60.1259,0.6971073,1.08,62.20977,0.6406162,1.079,0,Inf,Inf,62.20977,0.6406162,1.079,0,Inf,Inf
149,13,5,43.75428,2.137048,1.08,58.43628,0.7513724,1.076,57.72751,0.7768532,1.081,48.49874,1.376515,1.081,49.45689,1.278035,1.077,48.49874,1.376515,1.081,49.45689,1.278035,1.077
150,13,6,0,Inf,Inf,60.36107,0.690201,1.08,49.37524,1.285935,1.082,0,Inf,Inf,44.14649,2.04992,1.083,0,Inf,Inf,44.14649,2.04992,1.083
151,13,7,58.5898,0.7460791,1.077,57.69976,0.7778875,1.076,43.74797,2.138497,1.083,49.43661,1.27999,1.08,62.25083,0.6396021,1.076,49.43661,1.27999,1.08,62.25083,0.6396021,1.076
152,13,8,60.15731,0.6961766,1.077,49.3665,1.286786,1.077,0,Inf,Inf,44.28775,2.019943,1.083,62.24725,0.6396902,1.076,44.28775,2.019943,1.083,62.24725,0.6396902,1.076
153,13,9,0,Inf,Inf,41.31606,2.840937,1.088,55.50603,0.8694986,1.081,43.67715,2.154886,1.082,0,Inf,Inf,43.67715,2.154886,1.082,0,Inf,Inf
154,13,10,55.54248,0.8678003,1.078,0,Inf,Inf,41.28159,2.853386,1.086,54.50369,0.9189128,1.079,43.69178,2.151484,1.079,54.50369,0.9189128,1.079,43.69178,2.151484,1.079
155,13,11,41.22663,2.873411,1.084,55.46041,0.871634,1.077,0,Inf,Inf,0,Inf,Inf,54.46821,0.9207629,1.077,0,Inf,Inf,54.46821,0.9207629,1.077
156,13,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
157,14,1,66.44853,1.033022,1.078,66.37707,1.036652,1.077,66.39604,1.035686,1.081,66.3737,1.036824,1.08,66.42056,1.03444,1.077,66.3737,1.036824,1.08,66.42056,1.03444,1.077
158,14,2,66.44853,1.033022,1.078,66.37707,1.036652,1.077,66.39604,1.035686,1.081,66.3737,1.036824,1.08,66.42056,1.03444,1.077,66.3737,1.036824,1.08,66.42056,1.03444,1.077
159,14,3,61.88849,1.324026,1.079,48.12203,4.4131,1.085,62.74937,1.258284,1.081,66.3777,1.03662,1.08,52.95622,2.608708,1.084,66.3777,1.03662,1.08,52.95622,2.608708,1.084
160,14,4,53.30246,2.525212,1.086,0,Inf,Inf,64.26429,1.155965,1.081,66.38184,1.036409,1.08,0,Inf,Inf,66.38184,1.036409,1.08,0,Inf,Inf
161,14,5,48.19963,4.37081,1.086,63.04173,1.23728,1.081,61.85386,1.326799,1.082,52.90812,2.620648,1.087,53.99731,2.369874,1.083,52.90812,2.620648,1.087,53.99731,2.369874,1.083
162,14,6,0,Inf,Inf,64.41575,1.146571,1.082,53.11279,2.570419,1.083,0,Inf,Inf,47.90487,4.534694,1.09,0,Inf,Inf,47.90487,4.534694,1.09
163,14,7,62.78889,1.255408,1.078,61.92312,1.321264,1.078,48.16258,4.390927,1.089,54.03125,2.362677,1.085,66.41657,1.034643,1.077,54.03125,2.362677,1.085,66.41657,1.034643,1.077
164,14,8,64.28229,1.154841,1.078,53.33288,2.518077,1.083,0,Inf,Inf,47.71051,4.647723,1.087,66.41242,1.034854,1.077,47.71051,4.647723,1.087,66.41242,1.034854,1.077
165,14,9,0,Inf,Inf,44.84077,6.924517,1.092,59.81527,1.510187,1.082,47.58177,4.724874,1.089,0,Inf,Inf,47.58177,4.724874,1.089,0,Inf,Inf
166,14,10,59.83833,1.507868,1.079,0,Inf,Inf,44.87082,6.893119,1.09,58.76377,1.622858,1.08,47.61579,4.704306,1.086,58.76377,1.622858,1.08,47.61579,4.704306,1.086
167,14,11,44.84841,6.916513,1.094,60.06898,1.485007,1.082,0,Inf,Inf,0,Inf,Inf,59.04216,1.591655,1.082,0,Inf,Inf,59.04216,1.591655,1.082
168,14,12,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf,0,Inf,Inf
